Shelfmark,Contents,Link to Digitised Manuscripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 B VIII,"Anthology of texts on topography, history and marvels of the world ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_B_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 C V,"Bede, Historia Ecclesiastica Gentis Anglorum (imperfect) 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_C_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 D IX,"The Sanctilogium or Speculum legendarum by Gui de Châtres, abbot of St Denis 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_D_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royal MS 13 D VI 
","Excerpt from St Jerome, De viris illustribus; Flavius Josephus, Antiquitates iudaicae (books 1-14) 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_D_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 D VII,"Flavius Josephus, Antiquitates Iudicae; Flavius Josephus, De bello iudaico 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_D_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 B ix,"Peter of Poitiers, Compendium historiae in genealogia Christi 
Roll",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_B_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 B V,Genealogical Chronicle of the English Kings,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_B_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 B VI,Genealogical roll of the kings of England ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_B_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 C III,"Eusebius of Caesarea, Chronici canones (translated by Jerome)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_C_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 C IX,Ranulph Higden's Polychronicon,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_C_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 C VII,"Matthew Paris, Historia Anglorum, Chronica majora, Part III ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_c_vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 E I vol 1,"Vincent of Beauvais, translated by Jean de Vignay",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_E_I_vol_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 E I vol 2,"Vincent of Beauvais, translated by Jean de Vignay",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_E_I_vol_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 E II,"Jean de Courcy, Le chemin de Vaillance; Christine de Pisan, L'epistre Othea; Alain Chartier, Le breviaire des nobles and other texts in French 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_E_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 E III,"Estoire del Saint Graal, La Queste del Saint Graal, Morte Artu ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_E_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 14 E IV,"Jehan de Wavrin, Anciennes et nouvelles chroniques d'Angleterre ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_14_E_IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 A XVI,"Juvencus, Aldhelm, Bede",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_A_XVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royal MS 15 B XII 
","Juvenal, Saturae, with interlinear and marginal glosses 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_B_XII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 B XIX,"Sedulius; Bede, De temporum ratione; Symposius",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_B_XIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 B XXII,"Greek numbers and alphabets; Ælfric, Grammar; Fragment of a charter used as flyfleaves, alleging misdemeanours in Sandon, Essex, 1540.",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_B_XXII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 C VII,Miracles of St Swithun,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_C_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 C X,"Statius, Thebaid",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_C_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 D I,"Guyart des Moulins, La Bible historiale ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_D_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 D II,La lumere as lais; and Apocalypse ('The Welles Apocalypse') ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_D_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 E I,"William of Tyre, Histoire d'Outremer 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_E_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 E IV,"Jean de Wavrin, Recueil des croniques d’Engleterre, vol. 1 & 2",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_E_IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 15 E VI,Poems and Romances (the 'Talbot Shrewsbury book') ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_15_E_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 A I,"Tefilot תפילות 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_A_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 A II,"New Testament: The Epistles of St James and St Jude in Hebrew translation, with a Latin dedication to king Henry VIII. 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_A_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 A III,"Collection of liturgical, philosophical, and halakhical works. 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_A_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 A IX,"Collection of grammatical works. 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_A_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 A X,"Sha῾are orah by Gikatilla, Joseph ben Abrahamשערי אורהand 17 other texts 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_A_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 A XI,"Moreh nevukhim by Maimonides, Moses, 1135-1204מורה נבוכים 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_A_XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 A XIV,"Zohar (Tiḳunim) זהר (תקונים) 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_A_XIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 B I,"A volume containing two Zoroastrian texts 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_B_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 B V,"Yasna sādah
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_B_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 B VI,"Khordah Avesta
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_B_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C II,"Charms, prayers, and medical recipes 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C III,"Dionysius Periegetes, Orbis descriptio (TLG 0084.001), imperfect",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royal MS 16 C IV, part 1","John Tzetzes, Antehomerica",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_IV_Part_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royal MS 16 C IV, part 2","John Tzetzes, Antehomerica, in a Latin verse translation",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_IV_Part_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C IX,Maximus ᾽Ασκητικός ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C VII,"Constantine Manasses, Breviarium Chronicum (TLG 3074.005), imperfect",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C VIII,"A translation of the first book of Virgil's Aeneid into Greek hexameters by John Harpsfield, D. D. Holograph.",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C X,Panegyric upon Henry VIII ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XI,"Galen, De diebus decretoriis libri III",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XII,Astronomical works,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XIII,Photius and Andronicus,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XIV,"Apparatus Bellicus, followed by extracts from Byzantine authors",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XIX,"Simplicius, Commentarius in Epicteti enchiridion (TLG 4013.006)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XV,"Two works attributed to Gregory of Nyssa, with marginal notes by Isaac Casaubon and Patrick Young",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XV/1,Detached binding formerly attached to Royal MS 16 C XV,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XV/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XVI,Artemidorus Capito and Hippocrates,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XVII,"Harpocration, Lexicon in decem oratores Atticos (1389.001), and Heraclitus, Allegoriae (=Quaestiones Homericae) (TLG 1414.001), imperfect ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XVII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XVIII,Scholia on the Greek Anthology of Planudes and Paraphrase of Aristotle's Sophistici Elenchi,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XVIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XX,"Isaac Argyrus, De Metris Poeticis, imperfect",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XXI,"Aristotle, Ethica Nicomachea (TLG 0086.010)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XXII,"Aristotle, Ethica Nicomachea (TLG 0086.010), Books VIII-IX",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XXII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XXIII,Works of the Elder Philostratus,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XXIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XXIV,"Athenaeus, Deipnosophistae (TLG 0008.001)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XXIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 C XXV,"Aristotle, De Anima (TLG 0086.002); Plato, extracts; [Plato], Definitiones (TLG 0059.037); Diogenes Laertius, Vitae Philosophorum (TLG 0004.001), Life of Epimenides.",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_C_XXV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D I,Works by or attributed to St Gregory of Nyssa,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D II,"Epistles of Phalaris (TLG 0053.001), with many marginal annotations, imperfect",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D III A,"John Tzetzes, Antehomerica, with an imperfect Latin translation by Petrus Morellus (Volume A)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_III_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D III B,"John Tzetzes, Antehomerica, with an imperfect Latin translation by Petrus Morellus (Volume B)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_III_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D IV,Indices to the scholia of Tzetzes on Lycophron,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D V,"St Gregory of Nazianzus, Contra Julianum imperatorem 1-2 (Orationes 4-5)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D VI,"St Gregory of Nazianzus, selected orations, with the commentary of Elias of Crete",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D VIII,"Acts of the First Council of Nicaea, compiled by Gelasius of Cyzicus, followed by two works by Athanasius",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D X,"Athenaeus, Deipnosophistae (epitome) (TLG 0008.003), with glosses, imperfect",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D XI,"St Gregory of Nyssa, selected works",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D XII,"John Tzetzes, Eusebius, Oppian and Hermogenes",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_XII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D XIII,"Sextus Empiricus, with marginal notes by Isaac Casaubon",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_XIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D XIV,"Works by Dionysius Thrax, Ceorge Choeroboscus, Heliodorus, Ammonius, Herodianus, and Gemistus Pletho",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_XIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D XV,Acts of the Second Council of Nicaea,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_XV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D XVI,"Polyaenus, Strategemata (TLG 0616.001), with marginal notes",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_XVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D XVII,Clement of Alexandria,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_XVII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 D XVIII,"Eustathius Macrembolites, Achilles Tatius, and Pseudo-Eustathius Antiochenus",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_D_XVIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 F II,"Charles d'Orleans, Poetry; Pseudo-Heloise, Epistles; 'Les demands d'amours'; 'Le livre dit grace entiere'",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_F_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 F IX,"Histoire de Troie, a French translation of Guido delle Colonne, Historia destructionis Troiae",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_F_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 G V,"Des cleres et nobles femmes, an anonymous French translation of Boccacio's De mulieribus claris",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_G_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 G VI,Grandes Chroniques de France ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_G_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 16 G VIII,Le Commentaire de Caesar,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_16_G_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 A I,"Poem on the craft of masonry ('The Regius Manuscript') 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_A_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 A XLII,Sworne Book of Honorius or Liber iuratus Honorii,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_A_XLII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 A XLIII,Criticism of Old Testament translations,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_A_XLIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 A XLIV,A Poem on Curiosity,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_A_XLIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 D VI,"Thomas Hoccleve, The Regement of Princes, with other poems ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_D_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 D XV ,The Canterbury Tales,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_D_XV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 E IV,"Ovide moralisé, a French translation of Ovid's Metamorphoses",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_E_IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 E VII vol 1,"Guyart des Moulins, Bible historiale ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_E_VII_vol_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 E VII vol 2,"Guyard des Moulins, Bible historiale ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_E_VII_vol_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 17 F II,La Grande histoire César ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_17_F_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 18 B XV,"Basilikon Doron, or Book of the Institution of a Prince",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_18_B_XV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 18 D II,"John Lydgate, Troy Book and Siege of Thebes",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_18_D_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 18 D III,The Burghley Atlas,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_18_D_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 18 D IX,"Bible Historiale, volume 1 ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_18_D_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 18 D X,"Bible Historiale, volume 2 ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_18_D_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 18 E I,"Jean Froissart, Chroniques, volume 2",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_18_E_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 18 E II,"Jean Froissart, Chroniques, volume 4 ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_18_E_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 18 E V,"Histoire tripartite or Chronique de Baudouin d'Avennes
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_18_E_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 19 A IX,"Gossuin de Metz, L'Image du monde
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_19_A_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 19 A XVIII,"Guillaume de Lorris and Jean de Meun, Roman de la Rose (abridged version)
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_19_A_XVIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
